date,real_outstanding_shares,rs_adjusted_os,Open,High,Low,Close,Volume,Dividends,Stock Splits,market_capitalization
2022-08-26,,25904591.62135922,17.25,17.25,15.75,16.0,3763216,0.0,0.0,414473465.94174755
2022-08-29,,26365659.339805827,15.75,16.5,15.25,15.5,2618552,0.0,0.0,408667719.7669903
2022-08-30,,26826727.058252428,16.0,16.0,15.0,16.0,3131484,0.0,0.0,429227632.93203884
2022-08-31,,27287794.77669903,16.0,18.5,15.75,16.75,5055620,0.0,0.0,457070562.50970876
2022-09-01,,27748862.49514563,17.25,17.25,15.25,16.0,3660212,0.0,0.0,443981799.9223301
2022-09-02,,28209930.21359223,16.25,16.25,15.25,15.75,2614796,0.0,0.0,444306400.8640776
2022-09-06,,28670997.932038836,16.0,17.5,15.0,16.5,4064316,0.0,0.0,473071465.8786408
2022-09-07,,29132065.650485437,16.0,17.25,16.0,16.75,2180336,0.0,0.0,487962099.6456311
2022-09-08,,29593133.36893204,18.25,19.75,15.0,15.25,7899684,0.0,0.0,451295283.8762136
2022-09-09,,30054201.087378643,15.75,16.0,13.25,14.0,13921744,0.0,0.0,420758815.223301
2022-09-12,,30515268.80582524,14.25,14.75,13.5,14.5,5552512,0.0,0.0,442471397.684466
2022-09-13,,30976336.524271846,13.75,14.0,13.25,13.5,3202212,0.0,0.0,418180543.0776699
2022-09-14,,31437404.242718447,13.25,13.75,13.0,13.25,2419940,0.0,0.0,416545606.21601945
2022-09-15,,31898471.96116505,13.25,14.25,13.25,13.5,3757852,0.0,0.0,430629371.47572815
2022-09-16,,32359539.679611653,13.25,13.25,12.5,12.5,4965076,0.0,0.0,404494245.9951457
2022-09-19,,32820607.39805825,12.5,12.5,11.5,11.5,3618908,0.0,0.0,377436985.07766986
2022-09-20,,33281675.116504855,11.75,12.0,10.75,11.0,2824308,0.0,0.0,366098426.2815534
2022-09-21,,33742742.83495146,10.75,11.0,10.0,10.25,3633928,0.0,0.0,345863114.05825245
2022-09-22,,34203810.55339806,10.25,10.25,9.0,9.25,3415036,0.0,0.0,316385247.618932
2022-09-23,,34664878.27184466,8.5,11.0,8.25,10.0,6452056,0.0,0.0,346648782.7184466
2022-09-26,,35125945.99029126,10.25,10.25,8.5,8.5,4323400,0.0,0.0,298570540.9174757
2022-09-27,,35587013.708737865,8.75,9.0,8.0,8.25,3670608,0.0,0.0,293592863.0970874
2022-09-28,,36048081.42718446,8.25,9.25,8.0,9.0,2902396,0.0,0.0,324432732.84466016
2022-09-29,,36509149.14563107,8.75,8.75,8.25,8.5,1946984,0.0,0.0,310327767.7378641
2022-09-30,,36970216.86407767,8.5,8.5,8.0,8.25,2834184,0.0,0.0,305004289.1286408
2022-10-03,,37431284.58252427,8.25,8.25,7.75,8.0,2310328,0.0,0.0,299450276.66019416
2022-10-04,,37892352.300970875,8.5,9.0,8.25,9.0,3113676,0.0,0.0,341031170.70873785
2022-10-05,,38353420.01941748,8.75,8.75,8.0,8.5,2143724,0.0,0.0,326004070.1650486
2022-10-06,,38814487.73786408,8.5,8.75,8.25,8.25,1602124,0.0,0.0,320219523.8373786
2022-10-07,,39275555.456310675,8.25,8.25,7.5,7.5,2196336,0.0,0.0,294566665.9223301
2022-10-10,,39736623.17475729,7.5,7.5,6.0,6.5,5267616,0.0,0.0,258288050.63592237
2022-10-11,,40197690.893203884,6.75,6.75,6.25,6.25,2687772,0.0,0.0,251235568.08252427
2022-10-12,,40658758.61165048,6.25,6.5,6.0,6.25,2135052,0.0,0.0,254117241.3228155
2022-10-13,,41119826.33009709,6.0,6.25,5.75,6.0,2345884,0.0,0.0,246718957.98058254
2022-10-14,,41580894.04854369,6.25,6.75,5.75,5.75,3101088,0.0,0.0,239090140.77912623
2022-10-17,,42041961.76699029,6.0,6.25,5.75,5.75,2239800,0.0,0.0,241741280.16019416
2022-10-18,,42503029.485436894,6.0,6.25,5.25,5.5,4148660,0.0,0.0,233766662.16990292
2022-10-19,,42964097.2038835,5.5,10.25,5.5,8.5,26352352,0.0,0.0,365194826.23300976
2022-10-20,,43425164.9223301,10.25,11.5,8.5,8.75,14298104,0.0,0.0,379970193.0703883
2022-10-21,,43886232.640776694,8.75,9.5,8.0,9.5,7856760,0.0,0.0,416919210.0873786
2022-10-24,,44347300.359223306,11.75,13.5,11.25,12.5,20371164,0.0,0.0,554341254.4902914
2022-10-25,,44808368.0776699,15.0,15.25,11.5,12.75,18466960,0.0,0.0,571306692.9902912
2022-10-26,,45269435.7961165,12.75,14.0,11.75,13.5,11174052,0.0,0.0,611137383.2475728
2022-10-27,,45730503.514563106,14.0,14.75,13.0,13.5,10955504,0.0,0.0,617361797.446602
2022-10-28,,46191571.23300971,12.25,13.25,11.75,13.0,7589232,0.0,0.0,600490426.0291263
2022-10-31,,46652638.95145631,12.75,13.5,11.75,12.0,6226868,0.0,0.0,559831667.4174757
2022-11-01,,47113706.66990291,11.0,11.5,9.75,10.0,7590968,0.0,0.0,471137066.69902915
2022-11-02,,47574774.38834952,9.75,10.25,8.75,9.0,10154796,0.0,0.0,428172969.4951457
2022-11-03,,48035842.106796116,8.5,9.0,7.5,7.5,9274860,0.0,0.0,360268815.80097085
2022-11-04,,48496909.82524271,7.5,7.5,6.75,7.0,10728972,0.0,0.0,339478368.776699
2022-11-07,,48957977.543689325,7.0,7.0,6.25,6.75,6829868,0.0,0.0,330466348.4199029
2022-11-08,,49419045.26213592,6.5,7.5,6.5,7.0,9234640,0.0,0.0,345933316.83495146
2022-11-09,,49880112.98058252,8.0,8.0,6.75,6.75,9677784,0.0,0.0,336690762.618932
2022-11-10,,50341180.699029125,7.25,8.25,6.75,8.25,9035112,0.0,0.0,415314740.7669903
2022-11-11,,50802248.41747573,7.75,8.25,7.25,7.75,7716300,0.0,0.0,393717425.2354369
2022-11-14,,51263316.13592233,7.75,8.0,7.25,7.5,6136336,0.0,0.0,384474871.01941746
2022-11-15,,51724383.85436893,7.75,7.75,7.25,7.25,6748176,0.0,0.0,375001782.94417477
2022-11-16,,52185451.57281554,7.0,7.25,6.5,6.75,6549900,0.0,0.0,352251798.1165049
2022-11-17,,52646519.291262135,7.25,8.25,6.75,6.75,9437656,0.0,0.0,355364005.2160194
2022-11-18,,53107587.00970873,7.0,7.0,6.75,6.75,5124872,0.0,0.0,358476212.31553394
2022-11-21,,53568654.728155345,6.75,6.75,6.25,6.5,6395268,0.0,0.0,348196255.73300976
2022-11-22,,54029722.44660194,6.0,6.25,5.75,5.75,6382364,0.0,0.0,310670904.06796116
2022-11-23,,54490790.16504855,5.75,6.0,5.0,5.0,11122212,0.0,0.0,272453950.82524276
2022-11-25,,54951857.883495145,5.25,5.25,4.75,5.0,6731316,0.0,0.0,274759289.4174757
2022-11-28,,55412925.60194175,5.0,5.0,4.75,4.75,4944404,0.0,0.0,263211396.6092233
2022-11-29,,55873993.32038835,5.0,5.25,4.75,5.0,7552268,0.0,0.0,279369966.6019417
2022-11-30,,56335061.03883495,5.0,5.0,4.5,4.75,7652396,0.0,0.0,267591539.93446603
2022-12-01,,56796128.75728156,5.5,6.0,5.25,5.5,15811232,0.0,0.0,312378708.16504854
2022-12-02,,57257196.475728154,5.0,5.25,5.0,5.0,7069500,0.0,0.0,286285982.3786408
2022-12-05,,57718264.19417476,5.25,5.25,4.75,5.0,4658700,0.0,0.0,288591320.9708738
2022-12-06,,58179331.91262136,5.0,5.0,4.75,4.75,4436104,0.0,0.0,276351826.58495146
2022-12-07,,58640399.63106796,4.5,5.0,4.5,4.75,4618268,0.0,0.0,278541898.24757284
2022-12-08,,59101467.34951457,5.0,5.25,4.75,4.75,5545192,0.0,0.0,280731969.9101942
2022-12-09,,59562535.067961164,5.0,5.0,4.75,5.0,4110984,0.0,0.0,297812675.33980584
2022-12-12,,60023602.78640777,5.0,5.0,4.75,4.75,3456160,0.0,0.0,285112113.2354369
2022-12-13,,60484670.504854366,5.25,5.75,5.0,5.25,9906168,0.0,0.0,317544520.1504854
2022-12-14,,60945738.22330097,5.75,6.75,5.75,6.5,16277484,0.0,0.0,396147298.4514563
2022-12-15,,61406805.941747576,8.0,10.0,6.75,7.75,25203916,0.0,0.0,475902746.0485437
2022-12-16,,61867873.66019417,8.25,8.5,7.0,7.5,13877028,0.0,0.0,464009052.4514563
2022-12-19,,62328941.37864078,7.25,7.25,6.5,6.75,6547164,0.0,0.0,420720354.30582523
2022-12-20,,62790009.097087376,6.5,6.5,5.5,5.75,9140376,0.0,0.0,361042552.3082524
2022-12-21,,63251076.81553398,5.5,6.0,5.25,5.5,5953988,0.0,0.0,347880922.4854369
2022-12-22,,63712144.533980586,6.25,6.5,5.75,5.75,6792124,0.0,0.0,366344831.0703884
2022-12-23,,64173212.25242718,6.0,6.0,5.5,5.75,5016236,0.0,0.0,368995970.4514563
2022-12-27,,64634279.97087379,5.5,5.75,5.25,5.5,4310812,0.0,0.0,355488539.83980584
2022-12-28,,65095347.689320385,5.25,5.5,5.0,5.25,4755636,0.0,0.0,341750575.368932
2022-12-29,,65556415.40776699,5.75,6.75,5.5,6.5,8895940,0.0,0.0,426116700.15048546
2022-12-30,,66017483.126213595,6.5,7.75,6.5,7.25,8325968,0.0,0.0,478626752.66504854
2023-01-03,,66478550.84466019,8.0,8.25,7.25,8.0,8868112,0.0,0.0,531828406.75728154
2023-01-04,,66939618.5631068,7.75,8.5,7.0,8.5,8378784,0.0,0.0,568986757.7864078
2023-01-05,,67400686.28155339,8.75,11.25,8.5,10.5,21657496,0.0,0.0,707707205.9563105
2023-01-06,1696543863.0,67861754.0,10.25,12.0,9.25,9.5,23639784,0.0,0.0,644686663.0
2023-01-09,,67949867.69565217,8.75,10.0,8.25,9.25,9323240,0.0,0.0,628536276.1847826
2023-01-10,,68037981.39130434,9.25,9.75,9.0,9.5,6393864,0.0,0.0,646360823.2173913
2023-01-11,,68126095.08695652,9.75,10.25,9.5,10.0,7999676,0.0,0.0,681260950.8695651
2023-01-12,,68214208.7826087,10.0,10.25,9.0,9.75,9121536,0.0,0.0,665088535.6304349
2023-01-13,,68302322.47826087,9.5,9.75,8.75,9.0,8498560,0.0,0.0,614720902.3043479
2023-01-17,,68390436.17391305,7.75,8.75,7.5,7.5,9936116,0.0,0.0,512928271.3043479
2023-01-18,,68478549.86956522,7.75,8.0,7.0,7.0,7777708,0.0,0.0,479349849.0869565
2023-01-19,,68566663.56521739,6.75,7.0,6.25,6.75,7490876,0.0,0.0,462824979.0652174
2023-01-20,,68654777.26086956,7.0,8.0,6.5,7.5,11245552,0.0,0.0,514910829.45652175
2023-01-23,,68742890.95652173,7.5,8.0,7.5,7.5,7559276,0.0,0.0,515571682.173913
2023-01-24,,68831004.6521739,7.5,7.75,7.25,7.25,7122124,0.0,0.0,499024783.7282608
2023-01-25,,68919118.3478261,7.25,9.0,7.0,8.75,16211528,0.0,0.0,603042285.5434784
2023-01-26,,69007232.04347827,8.75,9.0,8.0,8.0,9235104,0.0,0.0,552057856.3478261
2023-01-27,,69095345.73913044,8.0,8.75,8.0,8.25,9888060,0.0,0.0,570036602.3478261
2023-01-30,,69183459.43478261,8.25,8.5,8.0,8.25,4741008,0.0,0.0,570763540.3369565
2023-01-31,,69271573.13043478,8.25,9.0,8.25,8.5,8722352,0.0,0.0,588808371.6086956
2023-02-01,,69359686.82608695,8.5,9.0,8.25,8.75,6038536,0.0,0.0,606897259.7282609
2023-02-02,,69447800.52173913,9.5,10.25,9.0,9.5,11626380,0.0,0.0,659754104.9565217
2023-02-03,,69535914.2173913,10.25,11.25,9.75,10.25,11268192,0.0,0.0,712743120.7282608
2023-02-06,,69624027.91304348,10.75,11.25,10.25,10.5,6182892,0.0,0.0,731052293.0869566
2023-02-07,,69712141.60869566,10.5,11.0,9.25,10.25,6941580,0.0,0.0,714549451.4891305
2023-02-08,,69800255.30434783,10.5,10.5,9.75,9.75,5068808,0.0,0.0,680552489.2173914
2023-02-09,1747209236.0,69888369.0,10.0,10.0,8.75,9.0,5507308,0.0,0.0,628995321.0
2023-02-10,,70968552.64285715,8.75,9.25,8.25,9.0,4441764,0.0,0.0,638716973.7857144
2023-02-13,,72048736.28571428,9.25,10.0,9.0,9.5,4399924,0.0,0.0,684462994.7142857
2023-02-14,,73128919.92857143,9.5,9.75,9.25,9.5,3561964,0.0,0.0,694724739.3214287
2023-02-15,,74209103.57142857,9.0,9.0,8.5,8.5,4845884,0.0,0.0,630777380.3571428
2023-02-16,,75289287.21428572,8.5,8.5,7.25,7.25,8802076,0.0,0.0,545847332.3035715
2023-02-17,,76369470.85714287,7.5,7.75,6.5,6.75,10437316,0.0,0.0,515493928.2857143
2023-02-21,,77449654.5,6.5,6.75,6.0,6.25,7545448,0.0,0.0,484060340.625
2023-02-22,,78529838.14285715,6.5,6.75,6.25,6.5,5861328,0.0,0.0,510443947.92857146
2023-02-23,,79610021.78571428,6.25,6.25,5.75,6.0,7337504,0.0,0.0,477660130.71428573
2023-02-24,,80690205.42857143,5.75,6.0,5.75,5.75,4474744,0.0,0.0,463968681.21428573
2023-02-27,,81770389.07142857,5.75,6.0,5.25,5.5,7278080,0.0,0.0,449737139.89285713
2023-02-28,,82850572.71428572,5.5,6.25,5.25,5.75,9534396,0.0,0.0,476390793.10714287
2023-03-01,,83930756.35714287,5.75,5.75,5.5,5.5,5278352,0.0,0.0,461619159.96428573
2023-03-02,2125273522.0,85010940.0,5.5,5.5,5.25,5.25,4641524,0.0,0.0,446307435.0
2023-03-03,,87310111.13793103,5.5,5.5,5.25,5.5,5799376,0.0,0.0,480205611.2586207
2023-03-06,,89609282.27586207,5.75,6.0,5.75,5.75,10149876,0.0,0.0,515253373.0862069
2023-03-07,,91908453.4137931,5.75,5.75,5.25,5.25,10127516,0.0,0.0,482519380.42241377
2023-03-08,,94207624.55172414,5.0,5.25,4.75,4.75,10495128,0.0,0.0,447486216.62068963
2023-03-09,,96506795.68965517,4.75,5.0,4.5,4.5,10362552,0.0,0.0,434280580.6034483
2023-03-10,,98805966.8275862,4.5,4.75,4.0,4.25,11596560,0.0,0.0,419925359.01724136
2023-03-13,,101105137.96551724,4.0,4.25,3.75,4.0,8486408,0.0,0.0,404420551.86206895
2023-03-14,,103404309.10344827,4.25,4.25,3.75,4.0,7200112,0.0,0.0,413617236.4137931
2023-03-15,,105703480.2413793,3.75,3.75,3.25,3.75,12396180,0.0,0.0,396388050.9051724
2023-03-16,,108002651.37931034,3.5,4.0,3.5,3.75,10020624,0.0,0.0,405009942.67241377
2023-03-17,,110301822.51724137,3.75,3.75,3.25,3.5,16559792,0.0,0.0,386056378.8103448
2023-03-20,,112600993.65517241,3.5,3.5,3.25,3.25,11500368,0.0,0.0,365953229.3793103
2023-03-21,,114900164.79310346,3.25,3.5,3.25,3.5,9211864,0.0,0.0,402150576.7758621
2023-03-22,,117199335.93103448,3.5,3.5,3.0,3.0,16629592,0.0,0.0,351598007.79310346
2023-03-23,,119498507.06896552,3.0,3.0,2.75,2.75,13522776,0.0,0.0,328620894.4396552
2023-03-24,,121797678.20689654,2.75,2.75,2.5,2.75,7062912,0.0,0.0,334943615.0689655
2023-03-27,,124096849.34482759,2.75,3.0,2.5,2.5,16872032,0.0,0.0,310242123.362069
2023-03-28,,126396020.48275861,2.5,2.5,2.25,2.25,18085596,0.0,0.0,284391046.08620685
2023-03-29,,128695191.62068966,2.5,2.75,2.5,2.5,13087328,0.0,0.0,321737979.05172414
2023-03-30,,130994362.75862068,3.0,3.25,2.75,3.0,15906408,0.0,0.0,392983088.27586204
2023-03-31,,133293533.89655173,3.75,4.0,3.25,3.25,31149784,0.0,0.0,433203985.1637931
2023-04-03,,135592705.03448275,3.5,3.5,2.75,2.75,22327388,0.0,0.0,372879938.84482753
2023-04-04,,137891876.1724138,2.75,3.0,2.5,2.75,10406968,0.0,0.0,379202659.47413796
2023-04-05,,140191047.31034482,2.5,2.75,2.5,2.5,9691656,0.0,0.0,350477618.27586204
2023-04-06,,142490218.44827586,2.5,2.5,2.5,2.5,7223384,0.0,0.0,356225546.12068963
2023-04-10,,144789389.5862069,2.5,2.75,2.5,2.75,8639568,0.0,0.0,398170821.362069
2023-04-11,,147088560.72413793,2.75,2.75,2.75,2.75,7052360,0.0,0.0,404493541.9913793
2023-04-12,,149387731.86206895,2.75,3.0,2.5,2.75,5582208,0.0,0.0,410816262.62068963
2023-04-13,3792172595.0,151686903.0,2.5,2.5,2.5,2.5,5076904,0.0,0.0,379217257.5
2023-04-14,,152678495.23809522,2.5,2.5,2.5,2.5,6879540,0.0,0.0,381696238.0952381
2023-04-17,,153670087.47619048,2.5,2.75,2.5,2.5,8328696,0.0,0.0,384175218.6904762
2023-04-18,,154661679.7142857,2.5,2.75,2.25,2.25,8404616,0.0,0.0,347988779.3571428
2023-04-19,,155653271.95238096,2.25,2.25,2.25,2.25,10672816,0.0,0.0,350219861.89285713
2023-04-20,,156644864.19047618,2.25,2.25,2.0,2.0,9434960,0.0,0.0,313289728.38095236
2023-04-21,,157636456.42857143,2.75,2.75,2.5,2.5,28932644,0.0,0.0,394091141.0714286
2023-04-24,,158628048.66666666,3.0,3.0,2.25,2.5,30287504,0.0,0.0,396570121.6666666
2023-04-25,,159619640.9047619,2.25,2.25,2.0,2.25,15331432,0.0,0.0,359144192.03571427
2023-04-26,,160611233.14285713,2.25,2.25,2.0,2.0,16959568,0.0,0.0,321222466.28571427
2023-04-27,,161602825.3809524,2.0,2.0,1.75,1.75,24142148,0.0,0.0,282804944.4166667
2023-04-28,,162594417.6190476,1.75,2.0,1.75,2.0,26691788,0.0,0.0,325188835.2380952
2023-05-01,,163586009.85714287,2.0,2.25,1.75,1.75,19451624,0.0,0.0,286275517.25
2023-05-02,,164577602.0952381,2.0,2.5,1.75,2.0,22307068,0.0,0.0,329155204.1904762
2023-05-03,,165569194.33333334,2.25,2.25,1.5,1.5,4655080,0.0,0.0,248353791.5
2023-05-04,,166560786.57142857,1.4600000381469727,1.5499999523162842,1.2599999904632568,1.4700000286102295,44482700,0.0,0.04,244844361.02534232
2023-05-05,,167552378.80952382,1.4700000286102295,1.5299999713897705,1.4199999570846558,1.5,18002100,0.0,0.0,251328568.21428573
2023-05-08,,168543971.04761904,1.6100000143051147,1.6200000047683716,1.3799999952316284,1.4800000190734863,28519100,0.0,0.0,249445080.3651973
2023-05-09,,169535563.2857143,1.4299999475479126,1.4500000476837158,1.3700000047683716,1.440000057220459,15441600,0.0,0.0,244131220.83233133
2023-05-10,,170527155.52380952,1.440000057220459,1.4700000286102295,1.3700000047683716,1.3899999856948853,11551900,0.0,0.0,237032743.7386847
2023-05-11,,171518747.76190478,1.4600000381469727,1.4700000286102295,1.3799999952316284,1.399999976158142,18973500,0.0,0.0,240126242.77734107
2023-05-12,172510340.0,172510340.0,1.3600000143051147,1.3700000047683716,1.2100000381469727,1.2699999809265137,21184200,0.0,0.0,219088128.5096264
2023-05-15,,176037328.3846154,1.2699999809265137,1.2799999713897705,1.2200000286102295,1.25,14834100,0.0,0.0,220046660.48076925
2023-05-16,,179564316.76923078,1.2599999904632568,1.2699999809265137,1.1799999475479126,1.2200000286102295,21914100,0.0,0.0,219068471.59583786
2023-05-17,,183091305.15384614,1.190000057220459,1.4900000095367432,1.1699999570846558,1.2300000190734863,57503500,0.0,0.0,225202308.83142027
2023-05-18,,186618293.53846154,1.2400000095367432,1.25,1.159999966621399,1.190000057220459,28176700,0.0,0.0,222075779.98915365
2023-05-19,,190145281.92307693,1.100000023841858,1.1100000143051147,1.0099999904632568,1.0700000524520874,34265100,0.0,0.0,203455461.63120925
2023-05-22,,193672270.30769232,1.0399999618530273,1.0399999618530273,0.9300000071525574,0.949999988079071,63233800,0.0,0.0,183988654.48355433
2023-05-23,,197199258.69230768,0.9200000166893005,0.9399999976158142,0.8799999952316284,0.9100000262260437,41968500,0.0,0.0,179451330.58175635
2023-05-24,,200726247.07692307,0.8700000047683716,0.8700000047683716,0.800000011920929,0.800000011920929,43785400,0.0,0.0,160581000.0543818
2023-05-25,,204253235.46153846,0.75,0.9900000095367432,0.7200000286102295,0.949999988079071,92726500,0.0,0.0,194040571.25357324
2023-05-26,,207780223.84615386,0.9300000071525574,0.9300000071525574,0.800000011920929,0.8100000023841858,55754600,0.0,0.0,168301981.8107713
2023-05-30,,211307212.23076922,0.8600000143051147,0.8899999856948853,0.7300000190734863,0.7599999904632568,77086100,0.0,0.0,160593479.280202
2023-05-31,,214834200.6153846,0.7300000190734863,0.7599999904632568,0.7200000286102295,0.7300000190734863,27207900,0.0,0.0,156828970.54686797
2023-06-01,218361189.0,218361189.0,0.7200000286102295,0.7900000214576721,0.6800000071525574,0.7400000095367432,39515700,0.0,0.0,161587281.94245458
2023-06-02,,224662792.25,0.7200000286102295,0.7699999809265137,0.7200000286102295,0.75,16639000,0.0,0.0,168497094.1875
2023-06-05,,230964395.5,0.7300000190734863,0.7400000095367432,0.6800000071525574,0.699999988079071,31511400,0.0,0.0,161675074.09668985
2023-06-06,,237265998.75,0.6600000262260437,0.6600000262260437,0.6100000143051147,0.6100000143051147,48116400,0.0,0.0,144732262.63161734
2023-06-07,243567602.0,243567602.0,0.5600000023841858,0.5600000023841858,0.5099999904632568,0.5199999809265137,78231800,0.0,0.0,126655148.39431667
2023-06-08,,283548485.8,0.5099999904632568,0.5400000214576721,0.46000000834465027,0.4699999988079071,64453200,0.0,0.0,133267787.98798387
2023-06-09,,323529369.6,0.47999998927116394,0.49000000953674316,0.41999998688697815,0.4300000071525574,69565100,0.0,0.0,139117631.2420624
2023-06-12,,363510253.4,0.41999998688697815,0.41999998688697815,0.3799999952316284,0.38999998569488525,65200300,0.0,0.0,141768993.6259441
2023-06-13,,403491137.2,0.36000001430511475,0.36000001430511475,0.3199999928474426,0.3199999928474426,100073800,0.0,0.0,129117161.01800649
2023-06-14,,443472021.0,0.28999999165534973,0.28999999165534973,0.2199999988079071,0.23000000417232513,172612100,0.0,0.0,101998566.68030946
2023-06-15,,483452904.79999995,0.23000000417232513,0.30000001192092896,0.20000000298023224,0.25999999046325684,399766300,0.0,0.0,125697750.6374338
2023-06-16,,523433788.59999996,0.2800000011920929,0.30000001192092896,0.2199999988079071,0.23000000417232513,291824400,0.0,0.0,120389773.56193595
2023-06-20,,563414672.4,0.23999999463558197,0.23999999463558197,0.1599999964237213,0.1599999964237213,342483000,0.0,0.0,90146345.56907211
2023-06-21,,603395556.2,0.18000000715255737,0.2199999988079071,0.17000000178813934,0.20000000298023224,449997300,0.0,0.0,120679113.0382589
2023-06-22,643376440.0,643376440.0,0.1899999976158142,0.20000000298023224,0.17000000178813934,0.18000000715255737,236068800,0.0,0.0,115807763.8017869
2023-06-23,,643376440.0,0.17000000178813934,0.1899999976158142,0.1599999964237213,0.17000000178813934,144855400,0.0,0.0,109373995.95044672
2023-06-26,,643376440.0,0.1599999964237213,0.20000000298023224,0.1599999964237213,0.17000000178813934,205901200,0.0,0.0,109373995.95044672
2023-06-27,,643376440.0,0.18000000715255737,0.18000000715255737,0.14000000059604645,0.14000000059604645,433085400,0.0,0.0,90072701.98348224
2023-06-28,,643376440.0,0.11999999731779099,0.12999999523162842,0.10000000149011612,0.10999999940395355,409336900,0.0,0.0,70771408.01651776
2023-06-29,,643376440.0,0.11999999731779099,0.12999999523162842,0.10999999940395355,0.11999999731779099,387332500,0.0,0.0,77205171.07432991
2023-06-30,,643376440.0,0.10999999940395355,0.10999999940395355,0.10000000149011612,0.10999999940395355,280823700,0.0,0.0,70771408.01651776
2023-07-03,,643376440.0,0.10849999636411667,0.11500000208616257,0.10000000149011612,0.10090000182390213,223973193,0.0,0.0,64916683.96945566
