date,insider,insider_first,insider_last,insider_full_name,insider_position,transaction,type,value,shares,shares_owned,sale_price_per_share,cumulative_sales_value,cumulative_shares,Open,High,Low,Close,Volume,Dividends,Stock Splits,post_reverse_split_shares,days_since_start,cumulative_salary,total_compensation,holdings_market_value,net_worth
2022-09-16,,,,,,,,,,,,2509492.0,6969969.0,13.25,13.25,12.5,12.5,4965076,0.0,0.0,278798.76,305,626710.95,3136202.95,3484984.5,6621187.45
2022-09-19,,,,,,,,,,,,2509492.0,6969969.0,12.5,12.5,11.5,11.5,3618908,0.0,0.0,278798.76,308,632875.32,3142367.32,3206185.74,6348553.0600000005
2022-09-20,,,,,,,,,,,,2509492.0,6969969.0,11.75,12.0,10.75,11.0,2824308,0.0,0.0,278798.76,309,634930.11,3144422.11,3066786.3600000003,6211208.470000001
2022-09-21,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,Direct,0.0,9623820.0,16593789.0,,2509492.0,16593789.0,10.75,11.0,10.0,10.25,3633928,0.0,0.0,663751.56,310,636984.9,3146476.9,6803453.49,9949930.39
2022-09-22,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Sale at price 0.40 per share.,Direct,297375.0,-750000.0,15843789.0,0.3965,2806867.0,15843789.0,10.25,10.25,9.0,9.25,3415036,0.0,0.0,633751.56,311,639039.69,3445906.69,5862201.930000001,9308108.620000001
2022-09-23,,,,,,,,,,,,2806867.0,15843789.0,8.5,11.0,8.25,10.0,6452056,0.0,0.0,633751.56,312,641094.48,3447961.48,6337515.600000001,9785477.08
2022-09-26,,,,,,,,,,,,2806867.0,15843789.0,10.25,10.25,8.5,8.5,4323400,0.0,0.0,633751.56,315,647258.85,3454125.85,5386888.260000001,8841014.110000001
2022-09-27,,,,,,,,,,,,2806867.0,15843789.0,8.75,9.0,8.0,8.25,3670608,0.0,0.0,633751.56,316,649313.64,3456180.64,5228450.37,8684631.01
2022-09-28,,,,,,,,,,,,2806867.0,15843789.0,8.25,9.25,8.0,9.0,2902396,0.0,0.0,633751.56,317,651368.4299999999,3458235.4299999997,5703764.040000001,9161999.47
2022-09-29,,,,,,,,,,,,2806867.0,15843789.0,8.75,8.75,8.25,8.5,1946984,0.0,0.0,633751.56,318,653423.22,3460290.2199999997,5386888.260000001,8847178.48
2022-09-30,,,,,,,,,,,,2806867.0,15843789.0,8.5,8.5,8.0,8.25,2834184,0.0,0.0,633751.56,319,655478.01,3462345.01,5228450.37,8690795.379999999
2022-10-03,,,,,,,,,,,,2806867.0,15843789.0,8.25,8.25,7.75,8.0,2310328,0.0,0.0,633751.56,322,661642.38,3468509.38,5070012.48,8538521.86
2022-10-04,,,,,,,,,,,,2806867.0,15843789.0,8.5,9.0,8.25,9.0,3113676,0.0,0.0,633751.56,323,663697.17,3470564.17,5703764.040000001,9174328.21
2022-10-05,,,,,,,,,,,,2806867.0,15843789.0,8.75,8.75,8.0,8.5,2143724,0.0,0.0,633751.56,324,665751.96,3472618.96,5386888.260000001,8859507.22
2022-10-06,,,,,,,,,,,,2806867.0,15843789.0,8.5,8.75,8.25,8.25,1602124,0.0,0.0,633751.56,325,667806.75,3474673.75,5228450.37,8703124.120000001
2022-10-07,,,,,,,,,,,,2806867.0,15843789.0,8.25,8.25,7.5,7.5,2196336,0.0,0.0,633751.56,326,669861.54,3476728.54,4753136.7,8229865.24
2022-10-10,,,,,,,,,,,,2806867.0,15843789.0,7.5,7.5,6.0,6.5,5267616,0.0,0.0,633751.56,329,676025.91,3482892.91,4119385.1400000006,7602278.050000001
2022-10-11,,,,,,,,,,,,2806867.0,15843789.0,6.75,6.75,6.25,6.25,2687772,0.0,0.0,633751.56,330,678080.7,3484947.7,3960947.2500000005,7445894.950000001
2022-10-12,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,Direct,0.0,45884344.0,61728133.0,,2806867.0,61728133.0,6.25,6.5,6.0,6.25,2135052,0.0,0.0,2469125.32,331,680135.49,3487002.49,15432033.249999998,18919035.74
