date,insider,insider_first,insider_last,insider_full_name,insider_position,transaction,type,value,shares,shares_owned,sale_price_per_share,cumulative_sales_value,cumulative_shares,Open,High,Low,Close,Volume,Dividends,Stock Splits,post_reverse_split_shares,days_since_start,cumulative_salary,total_compensation,holdings_market_value,net_worth
2022-02-11,,,,,,,,,,,,116550.0,8391120.0,42.25,43.0,31.25,33.5,242756,0.0,0.0,335644.8,88,180821.52,297371.52,11244100.799999999,11541472.319999998
2022-02-14,,,,,,,,,,,,116550.0,8391120.0,33.25,34.0,26.25,26.75,274600,0.0,0.0,335644.8,91,186985.88999999998,303535.89,8978498.4,9282034.290000001
2022-02-15,,,,,,,,,,,,116550.0,8391120.0,27.75,28.75,25.25,25.75,404208,0.0,0.0,335644.8,92,189040.68,305590.68,8642853.6,8948444.28
2022-02-16,,,,,,,,,,,,116550.0,8391120.0,24.0,24.75,20.0,21.75,727184,0.0,0.0,335644.8,93,191095.47,307645.47,7300274.399999999,7607919.869999999
2022-02-17,,,,,,,,,,,,116550.0,8391120.0,22.25,23.25,19.25,19.5,729192,0.0,0.0,335644.8,94,193150.26,309700.26,6545073.6,6854773.859999999
2022-02-18,,,,,,,,,,,,116550.0,8391120.0,18.75,19.0,15.25,15.75,1173416,0.0,0.0,335644.8,95,195205.05,311755.05,5286405.6,5598160.649999999
2022-02-22,,,,,,,,,,,,116550.0,8391120.0,16.0,20.0,14.75,15.25,2326864,0.0,0.0,335644.8,99,203424.21,319974.20999999996,5118583.2,5438557.41
2022-02-23,,,,,,,,,,,,116550.0,8391120.0,18.75,20.0,15.5,15.75,4084276,0.0,0.0,335644.8,100,205479.0,322029.0,5286405.6,5608434.6
2022-02-24,,,,,,,,,,,,116550.0,8391120.0,13.25,15.5,13.0,15.5,1889960,0.0,0.0,335644.8,101,207533.79,324083.79000000004,5202494.399999999,5526578.1899999995
2022-02-25,,,,,,,,,,,,116550.0,8391120.0,17.75,21.0,16.25,17.25,4301240,0.0,0.0,335644.8,102,209588.58,326138.57999999996,5789872.8,6116011.38
2022-02-28,,,,,,,,,,,,116550.0,8391120.0,25.0,48.75,23.75,42.25,25260392,0.0,0.0,335644.8,105,215752.94999999998,332302.94999999995,14180992.799999999,14513295.749999998
2022-03-01,,,,,,,,,,,,116550.0,8391120.0,42.5,44.0,21.5,25.75,20161708,0.0,0.0,335644.8,106,217807.74,334357.74,8642853.6,8977211.34
2022-03-02,,,,,,,,,,,,116550.0,8391120.0,28.0,29.5,22.75,24.5,7699688,0.0,0.0,335644.8,107,219862.53,336412.53,8223297.6,8559710.129999999
2022-03-03,,,,,,,,,,,,116550.0,8391120.0,24.25,25.5,21.75,22.25,5796916,0.0,0.0,335644.8,108,221917.32,338467.32,7468096.8,7806564.12
2022-03-04,,,,,,,,,,,,116550.0,8391120.0,23.0,23.75,18.25,19.75,6206048,0.0,0.0,335644.8,109,223972.11,340522.11,6628984.8,6969506.91
2022-03-07,,,,,,,,,,,,116550.0,8391120.0,19.25,30.5,19.0,26.5,10316520,0.0,0.0,335644.8,112,230136.47999999998,346686.48,8894587.2,9241273.68
2022-03-08,,,,,,,,,,,,116550.0,8391120.0,30.25,36.0,25.5,31.0,8595672,0.0,0.0,335644.8,113,232191.27,348741.27,10404988.799999999,10753730.069999998
2022-03-09,,,,,,,,,,,,116550.0,8391120.0,31.25,33.0,27.75,28.75,4425972,0.0,0.0,335644.8,114,234246.06,350796.06,9649788.0,10000584.06
2022-03-10,,,,,,,,,,,,116550.0,8391120.0,28.5,28.75,25.0,26.75,3434884,0.0,0.0,335644.8,115,236300.85,352850.85,8978498.4,9331349.25
2022-03-11,,,,,,,,,,,,116550.0,8391120.0,25.25,37.5,23.5,33.75,10060524,0.0,0.0,335644.8,116,238355.63999999998,354905.64,11328012.0,11682917.64
2022-03-14,,,,,,,,,,,,116550.0,8391120.0,45.25,52.25,38.5,44.25,21308672,0.0,0.0,335644.8,119,244520.01,361070.01,14852282.4,15213352.41
2022-03-15,,,,,,,,,,,,116550.0,8391120.0,41.5,49.0,39.25,40.0,9180376,0.0,0.0,335644.8,120,246574.8,363124.8,13425792.0,13788916.8
2022-03-16,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Sale at price 1.65 - 1.66 per share.,Direct,330731.0,-200000.0,8191120.0,1.653655,447281.0,8191120.0,41.0,44.5,38.0,43.75,6316580,0.0,0.0,327644.8,121,248629.59,695910.59,14334460.0,15030370.59
2022-03-17,,,,,,,,,,,,447281.0,8191120.0,52.75,67.0,49.75,61.0,20592892,0.0,0.0,327644.8,122,250684.38,697965.38,19986332.8,20684298.18
2022-03-18,,,,,,,,,,,,447281.0,8191120.0,56.25,80.0,54.75,72.5,18137984,0.0,0.0,327644.8,123,252739.16999999998,700020.1699999999,23754248.0,24454268.17
2022-03-21,,,,,,,,,,,,447281.0,8191120.0,87.5,104.5,70.5,80.25,22035648,0.0,0.0,327644.8,126,258903.54,706184.54,26293495.2,26999679.74
2022-03-22,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Stock Gift at price 0.00 per share.,Direct,0.0,-428382.0,7762738.0,,447281.0,7762738.0,74.75,90.0,70.75,82.75,10497428,0.0,0.0,310509.52,127,260958.33,708239.33,25694662.78,26402902.11
2022-03-23,,,,,,,,,,,,447281.0,7762738.0,81.0,87.25,76.75,77.75,6386752,0.0,0.0,310509.52,128,263013.12,710294.12,24142115.18,24852409.3
2022-03-24,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Stock Award(Grant) at price 0.00 per share.,Direct,0.0,1198328.0,8961066.0,,447281.0,8961066.0,79.0,82.0,73.25,75.0,5098508,0.0,0.0,358442.64,129,265067.91,712348.9099999999,26883198.0,27595546.91
2022-03-25,,,,,,,,,,,,447281.0,8961066.0,70.25,72.5,56.5,58.75,7344040,0.0,0.0,358442.64,130,267122.7,714403.7,21058505.1,21772908.8
2022-03-28,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Sale at price 2.48 - 2.55 per share.,Direct,744116.0,-300000.0,8661066.0,2.4803866666666665,1191397.0,8661066.0,61.75,69.5,60.0,61.25,5954472,0.0,0.0,346442.64,133,273287.07,1464684.07,21219611.7,22684295.77
2022-03-29,,,,,,,,,,,,1191397.0,8661066.0,63.75,64.25,55.75,58.75,3008564,0.0,0.0,346442.64,134,275341.86,1466738.8599999999,20353505.1,21820243.96
2022-03-30,,,,,,,,,,,,1191397.0,8661066.0,56.75,78.75,55.0,75.75,13667364,0.0,0.0,346442.64,135,277396.65,1468793.65,26243029.98,27711823.63
2022-03-31,,,,,,,,,,,,1191397.0,8661066.0,80.25,86.25,71.75,74.5,10432860,0.0,0.0,346442.64,136,279451.44,1470848.44,25809976.68,27280825.12
2022-04-01,,,,,,,,,,,,1191397.0,8661066.0,69.5,73.75,65.75,71.75,4626172,0.0,0.0,346442.64,137,281506.23,1472903.23,24857259.42,26330162.650000002
2022-04-04,,,,,,,,,,,,1191397.0,8661066.0,75.5,78.0,71.25,71.5,3640504,0.0,0.0,346442.64,140,287670.6,1479067.6,24770648.76,26249716.360000003
2022-04-05,,,,,,,,,,,,1191397.0,8661066.0,69.25,72.25,66.75,68.0,3056952,0.0,0.0,346442.64,141,289725.39,1481122.3900000001,23558099.52,25039221.91
2022-04-06,,,,,,,,,,,,1191397.0,8661066.0,66.0,69.25,61.25,66.25,3516220,0.0,0.0,346442.64,142,291780.18,1483177.18,22951824.900000002,24435002.080000002
2022-04-07,,,,,,,,,,,,1191397.0,8661066.0,63.0,65.5,56.75,59.5,3230124,0.0,0.0,346442.64,143,293834.97,1485231.97,20613337.080000002,22098569.05
2022-04-08,,,,,,,,,,,,1191397.0,8661066.0,55.25,69.25,53.75,62.75,5714856,0.0,0.0,346442.64,144,295889.76,1487286.76,21739275.66,23226562.42
2022-04-11,,,,,,,,,,,,1191397.0,8661066.0,62.75,71.25,62.0,66.5,3359392,0.0,0.0,346442.64,147,302054.13,1493451.13,23038435.560000002,24531886.69
2022-04-12,,,,,,,,,,,,1191397.0,8661066.0,67.0,67.75,60.5,61.75,2133536,0.0,0.0,346442.64,148,304108.92,1495505.92,21392833.02,22888338.939999998
2022-04-13,,,,,,,,,,,,1191397.0,8661066.0,60.5,63.25,58.25,60.0,1666476,0.0,0.0,346442.64,149,306163.71,1497560.71,20786558.400000002,22284119.110000003
2022-04-14,,,,,,,,,,,,1191397.0,8661066.0,58.25,59.25,52.75,54.0,2194524,0.0,0.0,346442.64,150,308218.5,1499615.5,18707902.560000002,20207518.060000002
2022-04-18,,,,,,,,,,,,1191397.0,8661066.0,54.25,54.25,44.0,46.0,4358880,0.0,0.0,346442.64,154,316437.66,1507834.66,15936361.440000001,17444196.1
2022-04-19,,,,,,,,,,,,1191397.0,8661066.0,44.25,45.25,42.0,42.25,2857852,0.0,0.0,346442.64,155,318492.45,1509889.45,14637201.540000001,16147090.99
2022-04-20,,,,,,,,,,,,1191397.0,8661066.0,41.5,41.75,33.5,35.25,4780244,0.0,0.0,346442.64,156,320547.24,1511944.24,12212103.06,13724047.3
2022-04-21,,,,,,,,,,,,1191397.0,8661066.0,41.0,41.25,33.25,35.0,4941712,0.0,0.0,346442.64,157,322602.02999999997,1513999.03,12125492.4,13639491.43
2022-04-22,,,,,,,,,,,,1191397.0,8661066.0,34.0,38.75,33.25,37.0,2585360,0.0,0.0,346442.64,158,324656.82,1516053.82,12818377.68,14334431.5
2022-04-25,,,,,,,,,,,,1191397.0,8661066.0,34.5,38.5,34.0,34.75,2559496,0.0,0.0,346442.64,161,330821.19,1522218.19,12038881.74,13561099.93
2022-04-26,,,,,,,,,,,,1191397.0,8661066.0,35.0,35.75,31.25,32.25,2040556,0.0,0.0,346442.64,162,332875.98,1524272.98,11172775.14,12697048.120000001
2022-04-27,,,,,,,,,,,,1191397.0,8661066.0,31.5,35.5,31.25,33.75,1615572,0.0,0.0,346442.64,163,334930.77,1526327.77,11692439.1,13218766.87
2022-04-28,,,,,,,,,,,,1191397.0,8661066.0,34.25,34.75,32.5,34.0,1230020,0.0,0.0,346442.64,164,336985.56,1528382.56,11779049.76,13307432.32
2022-04-29,,,,,,,,,,,,1191397.0,8661066.0,33.5,36.25,32.0,33.0,1376908,0.0,0.0,346442.64,165,339040.35,1530437.35,11432607.120000001,12963044.47
2022-05-02,,,,,,,,,,,,1191397.0,8661066.0,33.75,34.25,30.0,32.25,1725112,0.0,0.0,346442.64,168,345204.72,1536601.72,11172775.14,12709376.860000001
2022-05-03,,,,,,,,,,,,1191397.0,8661066.0,32.25,33.75,31.25,33.25,1750168,0.0,0.0,346442.64,169,347259.51,1538656.51,11519217.780000001,13057874.290000001
2022-05-04,,,,,,,,,,,,1191397.0,8661066.0,32.75,32.75,30.25,32.25,1700336,0.0,0.0,346442.64,170,349314.3,1540711.3,11172775.14,12713486.440000001
2022-05-05,,,,,,,,,,,,1191397.0,8661066.0,32.25,37.25,30.75,32.75,3783296,0.0,0.0,346442.64,171,351369.08999999997,1542766.0899999999,11345996.46,12888762.55
2022-05-06,,,,,,,,,,,,1191397.0,8661066.0,32.0,32.25,29.25,30.0,2071068,0.0,0.0,346442.64,172,353423.88,1544820.88,10393279.200000001,11938100.080000002
2022-05-09,,,,,,,,,,,,1191397.0,8661066.0,28.5,29.0,25.75,27.0,1702372,0.0,0.0,346442.64,175,359588.25,1550985.25,9353951.280000001,10904936.530000001
2022-05-10,,,,,,,,,,,,1191397.0,8661066.0,28.5,28.5,23.5,23.75,2337408,0.0,0.0,346442.64,176,361643.04,1553040.04,8228012.7,9781052.74
2022-05-11,,,,,,,,,,,,1191397.0,8661066.0,22.5,23.25,19.75,20.0,2468252,0.0,0.0,346442.64,177,363697.83,1555094.83,6928852.800000001,8483947.63
2022-05-12,,,,,,,,,,,,1191397.0,8661066.0,19.5,24.0,19.0,21.75,2856972,0.0,0.0,346442.64,178,365752.62,1557149.62,7535127.42,9092277.04
2022-05-13,,,,,,,,,,,,1191397.0,8661066.0,25.5,27.0,23.0,24.75,4583256,0.0,0.0,346442.64,179,367807.41,1559204.41,8574455.34,10133659.75
2022-05-16,,,,,,,,,,,,1191397.0,8661066.0,25.75,29.5,24.75,29.25,2656080,0.0,0.0,346442.64,182,373971.77999999997,1565368.78,10133447.22,11698816.0
2022-05-17,,,,,,,,,,,,1191397.0,8661066.0,30.0,31.25,27.0,28.5,2266728,0.0,0.0,346442.64,183,376026.57,1567423.57,9873615.24,11441038.81
2022-05-18,,,,,,,,,,,,1191397.0,8661066.0,26.75,28.5,25.75,26.25,1633044,0.0,0.0,346442.64,184,378081.36,1569478.3599999999,9094119.3,10663597.66
2022-05-19,,,,,,,,,,,,1191397.0,8661066.0,25.25,27.25,24.5,25.5,1717496,0.0,0.0,346442.64,185,380136.14999999997,1571533.15,8834287.32,10405820.47
2022-05-20,,,,,,,,,,,,1191397.0,8661066.0,25.75,27.5,24.5,27.5,2048580,0.0,0.0,346442.64,186,382190.94,1573587.94,9527172.6,11100760.54
2022-05-23,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Sale at price 1.01 per share.,Direct,760875.0,-750000.0,7911066.0,1.0145,1952272.0,7911066.0,26.75,26.75,25.0,26.25,1238716,0.0,0.0,316442.64,189,388355.31,2340627.31,8306619.300000001,10647246.610000001
2022-05-24,,,,,,,,,,,,1952272.0,7911066.0,25.5,26.0,23.75,25.0,1235328,0.0,0.0,316442.64,190,390410.1,2342682.1,7911066.0,10253748.1
2022-05-25,,,,,,,,,,,,1952272.0,7911066.0,24.75,26.0,24.75,25.5,1081284,0.0,0.0,316442.64,191,392464.89,2344736.89,8069287.32,10414024.21
2022-05-26,,,,,,,,,,,,1952272.0,7911066.0,25.0,26.25,24.5,24.5,1315008,0.0,0.0,316442.64,192,394519.68,2346791.68,7752844.680000001,10099636.360000001
2022-05-27,,,,,,,,,,,,1952272.0,7911066.0,25.0,25.75,23.75,24.25,1494256,0.0,0.0,316442.64,193,396574.47,2348846.4699999997,7673734.0200000005,10022580.49
2022-05-31,,,,,,,,,,,,1952272.0,7911066.0,30.5,39.0,29.25,35.0,12507476,0.0,0.0,316442.64,197,404793.63,2357065.63,11075492.4,13432558.030000001
2022-06-01,,,,,,,,,,,,1952272.0,7911066.0,37.25,42.0,35.0,35.5,9328672,0.0,0.0,316442.64,198,406848.42,2359120.42,11233713.72,13592834.14
2022-06-02,,,,,,,,,,,,1952272.0,7911066.0,32.0,33.25,30.0,30.75,3569840,0.0,0.0,316442.64,199,408903.21,2361175.21,9730611.18,12091786.39
2022-06-03,,,,,,,,,,,,1952272.0,7911066.0,32.25,35.0,31.0,31.75,3823584,0.0,0.0,316442.64,200,410958.0,2363230.0,10047053.82,12410283.82
2022-06-06,,,,,,,,,,,,1952272.0,7911066.0,35.75,38.5,33.75,34.5,4830984,0.0,0.0,316442.64,203,417122.37,2369394.37,10917271.08,13286665.45
2022-06-07,,,,,,,,,,,,1952272.0,7911066.0,32.75,34.25,32.0,33.5,2183712,0.0,0.0,316442.64,204,419177.16,2371449.16,10600828.440000001,12972277.600000001
2022-06-08,,,,,,,,,,,,1952272.0,7911066.0,32.5,34.5,31.0,32.0,2039652,0.0,0.0,316442.64,205,421231.95,2373503.95,10126164.48,12499668.43
2022-06-09,,,,,,,,,,,,1952272.0,7911066.0,31.75,32.0,29.5,30.0,1676548,0.0,0.0,316442.64,206,423286.74,2375558.74,9493279.200000001,11868837.940000001
2022-06-10,,,,,,,,,,,,1952272.0,7911066.0,28.25,30.25,28.0,28.5,1629412,0.0,0.0,316442.64,207,425341.52999999997,2377613.53,9018615.24,11396228.77
2022-06-13,,,,,,,,,,,,1952272.0,7911066.0,25.0,27.75,25.0,26.25,1726656,0.0,0.0,316442.64,210,431505.89999999997,2383777.9,8306619.300000001,10690397.200000001
2022-06-14,,,,,,,,,,,,1952272.0,7911066.0,26.75,27.0,25.5,26.75,1307312,0.0,0.0,316442.64,211,433560.69,2385832.69,8464840.620000001,10850673.31
2022-06-15,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Sale at price 1.10 per share.,Direct,165255.0,-150000.0,7761066.0,1.1017,2117527.0,7761066.0,28.0,29.25,27.0,29.0,1627776,0.0,0.0,310442.64,212,435615.48,2553142.48,9002836.56,11555979.040000001
2022-06-16,,,,,,,,,,,,2117527.0,7761066.0,28.25,32.0,27.5,31.25,2271520,0.0,0.0,310442.64,213,437670.27,2555197.27,9701332.5,12256529.77
2022-06-17,,,,,,,,,,,,2117527.0,7761066.0,31.0,34.75,30.25,33.0,2342340,0.0,0.0,310442.64,214,439725.06,2557252.06,10244607.120000001,12801859.180000002
2022-06-21,,,,,,,,,,,,2117527.0,7761066.0,34.75,40.75,34.75,38.0,4094140,0.0,0.0,310442.64,218,447944.22,2565471.2199999997,11796820.32,14362291.54
2022-06-22,,,,,,,,,,,,2117527.0,7761066.0,41.25,42.75,37.75,40.0,3705112,0.0,0.0,310442.64,219,449999.01,2567526.01,12417705.600000001,14985231.610000001
2022-06-23,,,,,,,,,,,,2117527.0,7761066.0,38.0,39.25,34.0,36.5,2925296,0.0,0.0,310442.64,220,452053.8,2569580.8,11331156.360000001,13900737.16
2022-06-24,,,,,,,,,,,,2117527.0,7761066.0,36.0,36.5,34.25,36.5,1955676,0.0,0.0,310442.64,221,454108.58999999997,2571635.59,11331156.360000001,13902791.950000001
2022-06-27,,,,,,,,,,,,2117527.0,7761066.0,38.0,38.0,32.5,32.75,2345704,0.0,0.0,310442.64,224,460272.95999999996,2577799.96,10166996.46,12744796.420000002
2022-06-28,,,,,,,,,,,,2117527.0,7761066.0,31.25,31.75,29.0,30.5,2061272,0.0,0.0,310442.64,225,462327.75,2579854.75,9468500.52,12048355.27
2022-06-29,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Sale at price 1.12 per share.,Direct,391965.0,-350000.0,7411066.0,1.1199,2509492.0,7411066.0,29.25,29.25,27.5,28.25,2244068,0.0,0.0,296442.64,226,464382.54,2973874.54,8374504.58,11348379.120000001
2022-06-30,MICHERY DAVID,David,Michery,David Michery,Chief Executive Officer,Stock Gift at price 0.00 per share.,Direct,0.0,-441097.0,6969969.0,,2509492.0,6969969.0,30.25,30.5,25.5,25.5,5023376,0.0,0.0,278798.76,227,466437.33,2975929.33,7109368.38,10085297.71
2022-07-01,,,,,,,,,,,,2509492.0,6969969.0,24.25,27.5,22.5,27.0,2473276,0.0,0.0,278798.76,228,468492.12,2977984.12,7527566.5200000005,10505550.64
2022-07-05,,,,,,,,,,,,2509492.0,6969969.0,26.25,26.5,24.25,24.75,1639584,0.0,0.0,278798.76,232,476711.27999999997,2986203.28,6900269.3100000005,9886472.59
2022-07-06,,,,,,,,,,,,2509492.0,6969969.0,25.25,25.75,25.0,25.5,926900,0.0,0.0,278798.76,233,478766.07,2988258.07,7109368.38,10097626.45
2022-07-07,,,,,,,,,,,,2509492.0,6969969.0,25.0,27.0,24.25,26.75,1485168,0.0,0.0,278798.76,234,480820.86,2990312.86,7457866.83,10448179.69
2022-07-08,,,,,,,,,,,,2509492.0,6969969.0,26.0,31.75,26.0,29.25,3025612,0.0,0.0,278798.76,235,482875.64999999997,2992367.65,8154863.73,11147231.38
2022-07-11,,,,,,,,,,,,2509492.0,6969969.0,34.5,35.0,29.5,30.5,5399200,0.0,0.0,278798.76,238,489040.02,2998532.02,8503362.18,11501894.2
2022-07-12,,,,,,,,,,,,2509492.0,6969969.0,28.75,30.25,27.25,27.75,1868408,0.0,0.0,278798.76,239,491094.81,3000586.81,7736665.59,10737252.4
2022-07-13,,,,,,,,,,,,2509492.0,6969969.0,26.5,28.75,26.5,27.25,1243052,0.0,0.0,278798.76,240,493149.6,3002641.6,7597266.21,10599907.81
2022-07-14,,,,,,,,,,,,2509492.0,6969969.0,27.25,27.25,25.75,26.25,1229832,0.0,0.0,278798.76,241,495204.39,3004696.39,7318467.45,10323163.84
2022-07-15,,,,,,,,,,,,2509492.0,6969969.0,26.5,28.25,26.5,27.0,1221104,0.0,0.0,278798.76,242,497259.18,3006751.18,7527566.5200000005,10534317.700000001
2022-07-18,,,,,,,,,,,,2509492.0,6969969.0,27.25,27.75,26.25,26.5,1290852,0.0,0.0,278798.76,245,503423.55,3012915.55,7388167.140000001,10401082.690000001
2022-07-19,,,,,,,,,,,,2509492.0,6969969.0,26.25,27.5,25.5,27.25,1456004,0.0,0.0,278798.76,246,505478.33999999997,3014970.34,7597266.21,10612236.55
2022-07-20,,,,,,,,,,,,2509492.0,6969969.0,26.75,28.5,26.5,27.25,1114980,0.0,0.0,278798.76,247,507533.13,3017025.13,7597266.21,10614291.34
2022-07-21,,,,,,,,,,,,2509492.0,6969969.0,27.0,27.75,26.5,27.75,857944,0.0,0.0,278798.76,248,509587.92,3019079.92,7736665.59,10755745.51
2022-07-22,,,,,,,,,,,,2509492.0,6969969.0,27.0,27.0,25.0,25.5,1675568,0.0,0.0,278798.76,249,511642.70999999996,3021134.71,7109368.38,10130503.09
2022-07-25,,,,,,,,,,,,2509492.0,6969969.0,25.5,25.75,25.0,25.5,826844,0.0,0.0,278798.76,252,517807.08,3027299.08,7109368.38,10136667.46
2022-07-26,,,,,,,,,,,,2509492.0,6969969.0,25.0,25.25,20.5,21.75,4139904,0.0,0.0,278798.76,253,519861.87,3029353.87,6063873.03,9093226.9
2022-07-27,,,,,,,,,,,,2509492.0,6969969.0,22.25,22.75,20.5,21.75,2170904,0.0,0.0,278798.76,254,521916.66,3031408.66,6063873.03,9095281.690000001
2022-07-28,,,,,,,,,,,,2509492.0,6969969.0,21.0,21.0,20.0,20.25,1793840,0.0,0.0,278798.76,255,523971.45,3033463.45,5645674.890000001,8679138.34
2022-07-29,,,,,,,,,,,,2509492.0,6969969.0,20.25,20.25,19.0,19.75,1632328,0.0,0.0,278798.76,256,526026.24,3035518.24,5506275.51,8541793.75
2022-08-01,,,,,,,,,,,,2509492.0,6969969.0,19.5,23.0,19.0,21.75,3075224,0.0,0.0,278798.76,259,532190.61,3041682.61,6063873.03,9105555.64
2022-08-02,,,,,,,,,,,,2509492.0,6969969.0,21.25,23.75,20.75,23.0,2148292,0.0,0.0,278798.76,260,534245.4,3043737.4,6412371.48,9456108.88
2022-08-03,,,,,,,,,,,,2509492.0,6969969.0,23.25,24.0,22.75,23.0,1680384,0.0,0.0,278798.76,261,536300.19,3045792.19,6412371.48,9458163.67
2022-08-04,,,,,,,,,,,,2509492.0,6969969.0,22.5,23.25,20.25,21.0,3151256,0.0,0.0,278798.76,262,538354.98,3047846.98,5854773.96,8902620.94
2022-08-05,,,,,,,,,,,,2509492.0,6969969.0,21.0,22.25,20.75,21.25,1261336,0.0,0.0,278798.76,263,540409.77,3049901.77,5924473.65,8974375.42
2022-08-08,,,,,,,,,,,,2509492.0,6969969.0,20.25,21.25,19.5,20.0,2976672,0.0,0.0,278798.76,266,546574.14,3056066.14,5575975.2,8632041.34
2022-08-09,,,,,,,,,,,,2509492.0,6969969.0,20.5,20.5,19.5,19.75,1507280,0.0,0.0,278798.76,267,548628.9299999999,3058120.9299999997,5506275.51,8564396.44
2022-08-10,,,,,,,,,,,,2509492.0,6969969.0,20.0,20.5,19.5,20.25,2627772,0.0,0.0,278798.76,268,550683.72,3060175.7199999997,5645674.890000001,8705850.61
2022-08-11,,,,,,,,,,,,2509492.0,6969969.0,20.5,20.75,19.75,20.5,2095608,0.0,0.0,278798.76,269,552738.51,3062230.51,5715374.58,8777605.09
2022-08-12,,,,,,,,,,,,2509492.0,6969969.0,20.25,21.5,19.5,20.75,3604700,0.0,0.0,278798.76,270,554793.3,3064285.3,5785074.2700000005,8849359.57
2022-08-15,,,,,,,,,,,,2509492.0,6969969.0,21.25,23.25,21.25,22.75,4531324,0.0,0.0,278798.76,273,560957.67,3070449.67,6342671.79,9413121.46
2022-08-16,,,,,,,,,,,,2509492.0,6969969.0,22.75,22.75,20.5,22.25,3951724,0.0,0.0,278798.76,274,563012.46,3072504.46,6203272.41,9275776.870000001
2022-08-17,,,,,,,,,,,,2509492.0,6969969.0,21.5,21.75,20.75,21.0,3192908,0.0,0.0,278798.76,275,565067.25,3074559.25,5854773.96,8929333.21
2022-08-18,,,,,,,,,,,,2509492.0,6969969.0,21.0,21.0,20.0,20.25,1775272,0.0,0.0,278798.76,276,567122.04,3076614.04,5645674.890000001,8722288.93
2022-08-19,,,,,,,,,,,,2509492.0,6969969.0,20.0,20.25,18.75,18.75,2810536,0.0,0.0,278798.76,277,569176.83,3078668.83,5227476.75,8306145.58
2022-08-22,,,,,,,,,,,,2509492.0,6969969.0,19.75,20.25,17.5,17.75,3955368,0.0,0.0,278798.76,280,575341.2,3084833.2,4948677.99,8033511.19
2022-08-23,,,,,,,,,,,,2509492.0,6969969.0,17.75,18.5,16.75,17.0,1941476,0.0,0.0,278798.76,281,577395.99,3086887.99,4739578.92,7826466.91
2022-08-24,,,,,,,,,,,,2509492.0,6969969.0,17.5,18.0,17.25,17.5,2739328,0.0,0.0,278798.76,282,579450.78,3088942.7800000003,4878978.3,7967921.08
2022-08-25,,,,,,,,,,,,2509492.0,6969969.0,18.0,18.0,15.75,16.75,3533424,0.0,0.0,278798.76,283,581505.57,3090997.57,4669879.23,7760876.800000001
2022-08-26,,,,,,,,,,,,2509492.0,6969969.0,17.25,17.25,15.75,16.0,3763216,0.0,0.0,278798.76,284,583560.36,3093052.36,4460780.16,7553832.52
2022-08-29,,,,,,,,,,,,2509492.0,6969969.0,15.75,16.5,15.25,15.5,2618552,0.0,0.0,278798.76,287,589724.73,3099216.73,4321380.78,7420597.51
2022-08-30,,,,,,,,,,,,2509492.0,6969969.0,16.0,16.0,15.0,16.0,3131484,0.0,0.0,278798.76,288,591779.52,3101271.52,4460780.16,7562051.68
2022-08-31,,,,,,,,,,,,2509492.0,6969969.0,16.0,18.5,15.75,16.75,5055620,0.0,0.0,278798.76,289,593834.3099999999,3103326.31,4669879.23,7773205.540000001
2022-09-01,,,,,,,,,,,,2509492.0,6969969.0,17.25,17.25,15.25,16.0,3660212,0.0,0.0,278798.76,290,595889.1,3105381.1,4460780.16,7566161.26
2022-09-02,,,,,,,,,,,,2509492.0,6969969.0,16.25,16.25,15.25,15.75,2614796,0.0,0.0,278798.76,291,597943.89,3107435.89,4391080.47,7498516.359999999
2022-09-06,,,,,,,,,,,,2509492.0,6969969.0,16.0,17.5,15.0,16.5,4064316,0.0,0.0,278798.76,295,606163.05,3115655.05,4600179.54,7715834.59
2022-09-07,,,,,,,,,,,,2509492.0,6969969.0,16.0,17.25,16.0,16.75,2180336,0.0,0.0,278798.76,296,608217.84,3117709.84,4669879.23,7787589.07
2022-09-08,,,,,,,,,,,,2509492.0,6969969.0,18.25,19.75,15.0,15.25,7899684,0.0,0.0,278798.76,297,610272.63,3119764.63,4251681.09,7371445.72
2022-09-09,,,,,,,,,,,,2509492.0,6969969.0,15.75,16.0,13.25,14.0,13921744,0.0,0.0,278798.76,298,612327.42,3121819.42,3903182.64,7025002.0600000005
2022-09-12,,,,,,,,,,,,2509492.0,6969969.0,14.25,14.75,13.5,14.5,5552512,0.0,0.0,278798.76,301,618491.79,3127983.79,4042582.02,7170565.8100000005
2022-09-13,,,,,,,,,,,,2509492.0,6969969.0,13.75,14.0,13.25,13.5,3202212,0.0,0.0,278798.76,302,620546.58,3130038.58,3763783.2600000002,6893821.84
2022-09-14,,,,,,,,,,,,2509492.0,6969969.0,13.25,13.75,13.0,13.25,2419940,0.0,0.0,278798.76,303,622601.37,3132093.37,3694083.5700000003,6826176.94
2022-09-15,,,,,,,,,,,,2509492.0,6969969.0,13.25,14.25,13.25,13.5,3757852,0.0,0.0,278798.76,304,624656.16,3134148.16,3763783.2600000002,6897931.42
